order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
1060,386,131,Guntur Idli,2025-03-25,23:43:20,Delivered,472.66
1061,227,165,"Dal Makhani, Naan",2025-02-05,12:29:29,Delivered,627.46
1062,369,102,Tandoori Paneer Burger,2025-08-28,20:45:11,On the way,669.92
1063,232,137,Fries,2024-11-21,04:56:41,Delivered,3512.44
1064,139,199,Fish Biryani,2025-02-11,22:22:12,Cancelled,2358.75
1065,239,174,Ghee Roast Dosa,2024-04-20,01:22:27,Delivered,3668.39
1066,428,104,Guntur Idli,2024-06-13,13:40:44,Delivered,3807.38
1067,312,153,Chicken Steak,2025-03-19,14:45:07,Delivered,901.26
1068,186,137,Seekh Kebab,2025-07-18,07:50:53,Cancelled,1020.76
1069,473,118,Double Masala Biryani,2025-01-04,13:14:23,Delivered,1176.97
1070,321,140,Chicken 65,2024-09-25,00:25:31,Delivered,2247.47
1071,144,145,Mutton Samosa,2024-12-03,08:36:27,Delivered,932.67
1072,455,125,Keema Pav,2024-07-23,04:36:41,Delivered,3608.08
1073,86,168,Mango Lassi,2025-01-07,19:07:28,Delivered,1285.26
1074,389,122,Sizzler,2024-12-08,22:33:10,Delivered,1219.03
1075,120,198,Fish Biryani,2024-02-24,06:36:13,Delivered,2899.08
1076,94,190,Peri Peri Burger,2024-03-08,05:48:33,Delivered,3246.23
1077,422,148,Family Combo,2025-04-07,07:02:56,Delivered,2019.38
1078,53,137,Veg Biryani,2024-07-27,07:48:09,Delivered,1138.24
1079,15,141,Pongal,2024-03-11,21:34:57,Delivered,1679
1080,272,158,Rava Idli,2024-01-16,10:54:41,Delivered,3295.23
1081,141,196,Baida Roti,2024-12-20,02:09:04,Cancelled,2148.79
1082,302,108,Mixed Grill Platter,2024-12-29,18:05:25,Delivered,1470.1
1083,430,106,Guntur Idli,2024-11-02,15:32:48,Delivered,3495.73
1084,378,134,Double Masala Biryani,2025-06-01,10:20:57,Delivered,2954.7
1085,28,141,Fish Biryani,2025-07-02,04:09:49,Delivered,3278.56
1086,477,101,Special Chicken Biryani,2024-11-16,15:52:26,Delivered,1128.35
1087,420,161,Mutton Samosa,2025-02-16,17:38:39,Delivered,2454.36
1088,90,110,Grill Chicken,2024-07-25,04:05:37,Cancelled,718.4
1089,310,199,Fries,2025-03-04,15:35:21,Cancelled,354.11
1090,136,145,Seekh Kebab,2024-06-14,14:05:50,Delivered,1646.29
1091,220,130,Mutton Samosa,2024-06-19,02:16:46,Cancelled,3370.76
1092,327,105,Fries,2025-06-20,20:28:26,Delivered,3454.24
1093,352,118,Ghee Roast Dosa,2025-09-05,09:14:18,Delivered,3557.84
1094,275,142,Filter Coffee,2024-07-17,18:11:13,Cancelled,429.61
1095,355,160,Double Masala Biryani,2024-03-22,19:40:44,Delivered,643.15
1096,370,146,Peri Peri Burger,2025-03-06,07:02:45,Delivered,448.23
1097,346,121,Bisi Bele Bath,2025-08-12,16:09:42,Delivered,2495.07
1098,91,164,Mutton Korma,2025-05-20,19:43:10,Delivered,3641.43
1099,83,139,"Idli, Vada",2024-03-29,17:25:14,Delivered,608.53
1100,343,124,Veg Biryani,2024-12-22,10:10:44,Cancelled,3200.33
1101,85,177,Keema Pav,2025-03-01,10:15:08,Delivered,1543.14
1102,392,195,Mutton Korma,2024-05-02,21:45:42,Delivered,547.24
1103,243,152,Filter Coffee,2025-02-20,21:50:07,Delivered,3174.73
1104,44,123,Fries,2025-09-25,02:44:52,Delivered,1995.55
1105,383,181,Family Combo,2025-01-18,03:36:50,Cancelled,2304.44
1106,202,133,Chicken Biryani,2024-08-15,15:35:53,Delivered,3212.13
1107,160,125,Masala Dosa,2025-09-13,08:19:39,Delivered,2172.45
1108,201,138,Chelo Kebab,2024-09-25,01:51:07,Delivered,1214.98
1109,370,119,Seekh Kebab,2025-03-13,01:46:59,Cancelled,1311
1110,141,141,"Dal Makhani, Naan",2024-03-03,00:36:44,Delivered,2879.33
1111,288,194,"Idli, Vada",2024-08-21,12:32:03,Delivered,3714.19
1112,342,178,Steam Dosa,2024-09-12,11:51:55,On the way,1411.75
1113,424,107,Chicken Biryani,2024-08-19,13:24:18,Delivered,1113.62
1114,27,107,Paper Roast Dosa,2024-08-15,12:18:02,Delivered,1735.7
1115,20,189,Tandoori Chicken,2024-08-12,15:19:06,Delivered,3762.72
1116,333,122,Guntur Idli,2025-03-23,19:05:09,Delivered,3218.73
1117,33,186,Chicken Steak,2024-07-19,10:34:56,Delivered,1680.77
1118,101,165,Fries,2025-02-14,08:48:17,Delivered,2210.97
1119,287,114,Rava Idli,2024-09-04,22:15:05,Cancelled,2759.67
1120,338,117,Special Chicken Biryani,2024-03-07,01:33:35,Delivered,2758.94
1121,352,132,Veg Biryani,2024-05-22,22:28:30,Delivered,2429.97
1122,125,175,"Dal Makhani, Naan",2025-03-30,18:06:46,Delivered,3848.97
1123,406,182,Chicken Steak,2025-02-04,15:12:11,Delivered,1424.72
1124,383,184,Sizzler,2024-09-21,18:06:29,Delivered,1069.55
1125,79,162,Tandoori Paneer Burger,2024-06-23,12:07:23,Delivered,2619.99
1126,174,121,"Dal Makhani, Naan",2025-04-29,23:42:02,Delivered,899.41
1127,274,175,Chelo Kebab,2024-12-31,12:05:45,Delivered,219.33
1128,100,148,Mango Lassi,2024-02-06,18:55:26,Delivered,562.55
1129,210,171,Chicken Steak,2025-07-22,14:54:01,Delivered,1695.77
1130,157,109,Sizzler,2024-03-10,04:07:47,Delivered,934.4
1131,204,170,Bisi Bele Bath,2024-04-21,01:06:52,Delivered,3334.56
1132,214,178,Double Masala Biryani,2024-09-12,06:44:22,Delivered,3948.15
1133,289,153,Baida Roti,2024-12-05,21:05:31,Delivered,593.68
1134,120,189,Butter Chicken,2024-03-29,08:12:28,Delivered,3480.79
1135,137,188,Poori Masala,2025-09-15,16:17:34,Cancelled,2275.37
1136,57,158,Rava Idli,2025-03-27,00:55:16,Delivered,2647.01
1137,275,170,Baida Roti,2025-06-23,14:57:51,Delivered,3247.76
1138,424,126,Chelo Kebab,2025-04-18,06:43:26,Delivered,2416.48
1139,110,129,Sizzler,2025-09-01,05:52:24,Delivered,3882.22
1140,421,126,Mutton Samosa,2025-07-13,18:05:12,Delivered,3064.77
1141,119,154,Poori Masala,2024-01-19,00:59:56,Cancelled,1237.59
1142,68,133,Poori Masala,2024-05-23,13:20:14,Delivered,3079.81
1143,241,183,Tandoori Chicken,2024-02-17,23:08:48,On the way,545.09
1144,424,104,Rava Idli,2024-09-16,10:05:47,Cancelled,1924.34
1145,92,188,Masala Dosa,2024-08-09,07:10:03,Cancelled,2015.67
1146,3,168,Guntur Idli,2024-11-01,19:21:26,Delivered,447.11
1147,379,186,Paper Roast Dosa,2024-12-01,04:05:36,Delivered,3885.2
1148,64,176,Baida Roti,2024-07-25,08:46:33,Cancelled,2478.2
1149,438,144,Seekh Kebab,2024-12-07,09:58:57,Delivered,3916.28
1150,273,168,Mutton Biryani,2025-07-05,14:43:45,Delivered,1114.07
1151,301,123,Poori Masala,2025-07-14,02:34:51,Delivered,1644.84
1152,84,124,"Dal Makhani, Naan",2024-08-27,17:24:13,Delivered,2616.36
1153,488,124,Rava Idli,2024-11-23,12:57:30,Cancelled,3421.76
1154,43,109,Seekh Kebab,2025-04-11,19:25:22,Delivered,3674.96
1155,184,120,Double Masala Biryani,2025-01-16,10:04:23,Delivered,261.03
1156,485,130,Chicken 65,2024-06-02,20:59:52,Delivered,518.41
1157,15,136,Veg Biryani,2025-05-24,21:36:36,Delivered,3857.97
1158,71,122,Poori Masala,2024-10-26,22:43:38,Delivered,1397.93
1159,167,194,Grill Chicken,2024-01-23,08:21:40,Delivered,1771.81
1160,458,117,Fries,2025-08-03,09:59:51,Delivered,2616.82
1161,76,151,"Idli, Vada",2025-09-05,18:40:40,Cancelled,3715.73
1162,249,197,Rava Idli,2025-03-05,08:52:00,Delivered,3828.46
1163,447,191,Chicken Tikka Roll,2024-08-26,02:21:08,Preparing,3940.36
1164,382,137,Chicken Steak,2025-04-25,00:20:22,Delivered,1790.53
1165,39,164,Lamb Burger,2025-03-01,12:59:13,Delivered,2965.85
1166,326,140,Chicken Steak,2024-08-13,11:55:07,Delivered,838.93
1167,427,124,Chicken Tikka Roll,2024-07-03,03:42:22,Delivered,539.03
1168,31,141,Steam Dosa,2025-06-08,22:57:38,Delivered,3476.18
1169,200,124,Chilli Chicken,2024-03-14,05:29:36,Delivered,2027.82
1170,195,114,Guntur Idli,2024-06-19,03:59:39,Preparing,2531.78
1171,469,161,Tasting Menu,2025-01-25,16:47:05,Delivered,2361.23
1172,141,154,Ferrero Rocher Shake,2025-04-20,02:23:26,Delivered,1128.56
1173,106,109,"Parotta, Salna",2024-08-29,14:55:00,Delivered,2163.83
1174,468,129,Rava Idli,2024-11-14,07:16:38,Delivered,1589.77
1175,492,178,All American Burger,2024-09-05,18:29:30,Delivered,1013.96
1176,56,180,Veg Biryani,2025-06-12,02:22:35,Delivered,1624.69
1177,446,115,Filter Coffee,2024-07-29,10:01:10,Delivered,2713.58
1178,449,126,Tasting Menu,2025-01-21,16:25:31,Delivered,616.86
1179,440,149,Keema Pav,2024-05-02,09:43:47,Delivered,2668.97
1180,255,146,Seekh Kebab,2025-04-30,18:47:24,Delivered,3420.71
1181,1,196,Mutton Seekh Roll,2024-11-04,16:19:35,Delivered,3755.89
1182,412,142,Bisi Bele Bath,2025-06-09,13:46:09,Cancelled,920.84
1183,323,148,Ghee Roast Dosa,2024-09-28,12:21:53,Delivered,3609.81
1184,365,117,Chicken Steak,2024-09-22,12:59:14,Delivered,1290.44
1185,244,165,"Idli, Vada",2024-01-10,16:37:33,Delivered,1796.08
1186,476,138,Filter Coffee,2025-08-01,01:27:46,Delivered,3570.3
1187,22,151,Double Masala Biryani,2024-11-26,21:57:09,Cancelled,562.82
1188,48,196,"Idli, Vada",2025-07-24,14:49:02,On the way,2749.65
1189,43,166,Mixed Grill Platter,2025-09-05,17:31:24,On the way,3597.69
1190,500,184,Mutton Seekh Roll,2025-03-28,17:01:37,Delivered,2707.32
1191,458,137,Paper Roast Dosa,2024-05-07,17:34:01,Delivered,1280.43
1192,266,112,Chicken Steak,2024-12-16,23:39:54,Delivered,681.01
1193,31,150,Special Chicken Biryani,2024-02-11,04:24:27,Delivered,2026.25
1194,63,169,Steam Dosa,2025-06-09,09:45:03,Delivered,513.72
1195,147,145,Seekh Kebab,2024-01-17,22:12:37,Delivered,810.58
1196,309,112,Poori Masala,2024-08-27,09:49:30,Delivered,342.29
1197,88,182,All American Burger,2025-02-22,23:16:50,Delivered,3285.81
1198,96,147,Mango Lassi,2025-01-29,10:50:19,Delivered,2729.9
1199,160,177,"Dal Makhani, Naan",2025-05-05,17:37:14,On the way,1484.43
1200,391,107,Grill Chicken,2024-07-30,03:34:02,Cancelled,3146.57
1201,19,162,Pongal,2024-06-21,22:32:32,Delivered,943.6
1202,294,178,Mutton Samosa,2025-05-17,11:42:45,Delivered,3967.47
1203,324,174,"Dal Makhani, Naan",2025-06-08,17:56:06,Delivered,3120.25
1204,259,128,Family Combo,2025-03-01,10:12:10,Delivered,1211.4
1205,77,197,Pongal,2025-09-16,01:05:12,Delivered,3795.78
1206,50,125,Tandoori Chicken,2024-04-21,18:07:46,Delivered,2787.15
1207,45,131,Mixed Grill Platter,2025-02-14,15:13:05,Delivered,3323.3
1208,113,158,Chicken Steak,2024-05-01,15:32:51,Cancelled,1740.24
1209,305,168,Ghee Roast Dosa,2025-02-12,03:46:16,Delivered,2346.67
1210,20,163,Masala Dosa,2025-04-06,21:01:26,Delivered,793.75
1211,164,161,Mutton Biryani,2025-08-04,19:08:04,Delivered,2101.5
1212,247,144,Tasting Menu,2024-11-28,12:58:41,Delivered,361.94
1213,166,116,Mixed Grill Platter,2025-07-17,07:16:55,Delivered,3968.36
1214,479,147,Pongal,2025-09-05,12:18:34,Delivered,2015.48
1215,442,168,Mutton Samosa,2024-05-20,10:04:34,Delivered,2609.09
1216,347,138,Chicken 65,2025-01-01,05:39:22,Delivered,3547.79
1217,96,179,Guntur Idli,2024-03-03,01:10:36,Delivered,2478.94
1218,382,144,Veg Biryani,2025-06-01,09:22:45,Delivered,1213.91
1219,140,157,Lamb Burger,2025-01-31,10:11:39,Delivered,122.86
1220,129,192,Mutton Korma,2024-03-09,23:54:32,Delivered,3847.15
1221,421,128,Family Combo,2024-04-17,02:04:43,Delivered,2611.37
1222,308,136,Chilli Chicken,2025-05-25,13:06:31,Delivered,3966.4
1223,384,133,Paper Roast Dosa,2025-04-21,04:57:32,Delivered,823.8
1224,128,143,Filter Coffee,2025-07-04,00:00:23,Delivered,2803.32
1225,117,116,Double Masala Biryani,2024-04-15,11:24:56,Delivered,3654.03
1226,14,188,Veg Biryani,2024-09-27,06:46:55,Delivered,927.32
1227,53,120,Mixed Grill Platter,2024-04-13,18:41:28,Delivered,423.2
1228,456,192,Butter Chicken,2025-03-22,16:29:27,Delivered,3898.33
1229,437,196,Peri Peri Burger,2025-04-02,05:08:21,Delivered,3092.47
1230,166,105,Fries,2024-06-26,03:06:46,Cancelled,1968.65
1231,96,126,Rava Idli,2025-09-18,04:29:55,Delivered,245.71
1232,239,173,Chicken Biryani,2024-08-08,00:12:51,Delivered,3130.99
1233,380,156,Chicken 65,2024-01-22,18:12:10,Delivered,3468.8
1234,430,138,Mango Lassi,2025-09-25,08:14:54,Delivered,571.98
1235,375,129,Chilli Chicken,2024-08-23,14:28:23,Cancelled,1047.06
1236,365,200,"Idli, Vada",2024-12-21,17:23:30,Delivered,2503.63
1237,57,123,Mutton Korma,2025-01-25,06:47:55,Delivered,1575.62
1238,208,125,Grill Chicken,2024-01-08,22:55:34,Delivered,2629.67
1239,122,142,Chicken 65,2024-08-01,17:56:05,Delivered,3653.04
1240,140,168,Paper Roast Dosa,2025-03-03,21:00:21,Cancelled,1529.25
1241,29,196,Special Chicken Biryani,2025-03-07,19:22:42,Delivered,207
1242,197,164,Pongal,2024-12-29,16:08:07,Delivered,1900.22
1243,92,191,Family Combo,2025-05-08,10:33:38,Cancelled,1329.26
1244,477,183,All American Burger,2025-05-04,15:51:24,On the way,3872.33
1245,140,157,Fish Biryani,2024-03-01,10:14:45,Delivered,926.59
1246,377,123,"Parotta, Salna",2025-05-26,13:51:04,Cancelled,3023.58
1247,93,153,Peri Peri Burger,2024-12-27,14:30:00,Delivered,2376.47
1248,286,119,Rava Idli,2024-08-08,13:14:39,Delivered,2701.19
1249,321,149,Special Chicken Biryani,2025-07-04,04:46:46,Preparing,379.44
1250,144,188,Fish Biryani,2024-02-11,02:41:38,Delivered,1865.54
1251,479,144,Chicken Tikka Roll,2024-11-02,13:38:50,Preparing,2646.19
1252,413,149,Chicken Tikka Roll,2025-01-20,08:50:10,Delivered,3610.11
1253,132,123,Chicken Tikka Roll,2025-07-16,08:25:42,Delivered,1075.73
1254,234,132,Bisi Bele Bath,2025-05-26,10:48:33,Delivered,3249.81
1255,369,142,Tasting Menu,2025-06-27,01:55:09,Delivered,496.32
1256,164,178,Mutton Korma,2024-05-10,04:34:40,Delivered,2922.12
1257,33,193,Chilli Chicken,2025-07-12,08:56:02,Delivered,3118.08
1258,156,161,Mutton Seekh Roll,2025-01-29,22:13:47,Cancelled,971.89
1259,429,166,Chicken 65,2025-05-07,04:15:41,Delivered,821.9
1260,197,148,Poori Masala,2024-11-18,03:25:05,Delivered,1291.15
1261,396,126,"Idli, Vada",2025-03-29,08:11:37,Cancelled,2691.96
1262,304,149,Fish Biryani,2025-09-08,07:33:57,Delivered,1644.25
1263,91,143,"Dal Makhani, Naan",2024-09-06,17:16:55,Delivered,144.87
1264,262,181,Pongal,2025-01-16,22:03:14,Delivered,3194.67
1265,103,145,Chicken Steak,2025-05-22,10:14:14,On the way,1329.19
1266,418,147,Mango Lassi,2025-01-28,18:27:05,Delivered,924.9
1267,74,158,Keema Pav,2024-10-16,19:43:14,Delivered,833.84
1268,299,144,Guntur Idli,2024-07-26,20:08:59,Preparing,2543.1
1269,410,107,Steam Dosa,2025-03-02,03:07:11,On the way,202.39
1270,422,118,Pongal,2024-07-14,16:58:11,Delivered,1974.08
1271,479,181,Tandoori Chicken,2024-05-27,22:46:30,Delivered,808.05
1272,20,134,"Dal Makhani, Naan",2024-08-30,06:08:08,Delivered,585.74
1273,251,103,"Idli, Vada",2024-10-24,19:43:36,Delivered,897.28
1274,255,127,Poori Masala,2024-11-01,22:55:38,Delivered,619.41
1275,299,115,Chicken Tikka Roll,2024-12-19,21:35:31,Delivered,1024.44
1276,121,134,Tasting Menu,2024-12-05,00:51:56,Delivered,3262.4
1277,48,112,Mutton Samosa,2025-01-18,07:23:57,Delivered,180
1278,240,137,Tandoori Paneer Burger,2024-11-21,22:33:22,Cancelled,3791.4
1279,139,184,"Parotta, Salna",2024-11-29,08:21:18,Cancelled,96.71
1280,198,197,Grill Chicken,2025-07-09,13:53:29,Delivered,1425
1281,182,145,Ferrero Rocher Shake,2024-05-09,09:04:19,Delivered,3236.58
1282,68,189,Grill Chicken,2024-03-07,12:42:55,Delivered,3221.35
1283,323,165,Fish Biryani,2025-09-02,13:51:41,Delivered,3564.57
1284,92,173,Guntur Idli,2025-06-25,23:32:30,Delivered,111.11
1285,205,193,"Parotta, Salna",2024-01-02,13:50:03,Delivered,3199.69
1286,133,128,Upma,2025-01-08,07:36:06,Delivered,123.14
1287,131,108,Special Chicken Biryani,2024-01-18,03:54:50,Delivered,1761.8
1288,251,152,Tasting Menu,2024-04-07,23:00:46,Preparing,1746.89
1289,183,159,Upma,2025-06-12,18:34:15,On the way,2237.3
1290,2,151,Bisi Bele Bath,2025-07-23,10:29:39,Delivered,172.9
1291,136,144,"Dal Makhani, Naan",2024-11-04,04:19:46,Delivered,1994.4
1292,478,179,Filter Coffee,2025-02-26,03:51:50,Delivered,3089.58
1293,405,182,Chicken Steak,2024-01-03,16:48:17,Delivered,2726.3
1294,309,128,Ghee Roast Dosa,2024-08-27,16:21:15,Delivered,484.19
1295,80,152,Chilli Chicken,2025-02-06,07:19:40,Delivered,328.72
1296,429,171,"Parotta, Salna",2024-02-29,10:22:45,Delivered,488.08
1297,221,142,Chilli Chicken,2025-09-03,07:20:40,Delivered,3352.3
1298,450,193,Family Combo,2025-01-24,19:09:11,Delivered,3232.92
1299,66,166,Mutton Biryani,2024-08-31,02:51:08,Delivered,1006.27
1300,471,124,Chicken 65,2024-03-03,16:09:04,Delivered,156.73
1301,54,183,Seekh Kebab,2024-08-15,19:06:08,Delivered,2800.52
1302,403,180,Double Masala Biryani,2024-04-29,08:31:53,Delivered,2681.95
1303,388,166,Seekh Kebab,2025-03-10,12:16:24,Delivered,205.04
1304,385,130,"Dal Makhani, Naan",2024-04-29,06:19:57,Delivered,771.68
1305,219,142,Chicken Steak,2024-11-01,03:43:22,Delivered,422.22
1306,150,135,Keema Pav,2024-09-11,02:46:34,Delivered,1260.18
1307,208,160,"Dal Makhani, Naan",2025-08-09,08:52:19,Cancelled,1536.73
1308,485,138,Ghee Roast Dosa,2024-03-02,10:21:42,Delivered,2468.64
1309,487,197,Rava Idli,2024-12-28,13:40:09,Delivered,3369.57
1310,244,129,"Parotta, Salna",2025-02-12,20:38:29,Preparing,2377.41
1311,147,126,Steam Dosa,2025-02-06,23:31:19,Delivered,887
1312,299,179,"Idli, Vada",2025-06-26,09:28:32,Delivered,1529.19
1313,340,165,Mutton Seekh Roll,2025-01-03,02:22:53,Delivered,2868.17
1314,198,158,Mango Lassi,2025-05-08,14:04:25,Delivered,879.05
1315,18,165,Chicken Biryani,2024-08-06,02:14:59,Delivered,3241.74
1316,416,188,Chicken 65,2024-05-18,17:13:30,Delivered,179.21
1317,367,137,"Idli, Vada",2024-04-22,15:50:46,Delivered,618.04
1318,439,115,Mutton Samosa,2024-01-24,17:28:42,Preparing,1985.47
1319,196,175,Double Masala Biryani,2024-10-04,05:20:56,Delivered,1280.17
1320,265,175,Veg Biryani,2025-01-07,12:00:24,Delivered,200.77
1321,273,113,Upma,2024-12-10,05:08:32,Delivered,1457.63
1322,80,185,Ghee Roast Dosa,2024-09-27,04:40:01,Delivered,628.19
1323,489,133,Fries,2025-07-05,17:57:54,Delivered,683.65
1324,37,112,Fish Biryani,2025-09-11,11:05:28,Delivered,3667.05
1325,27,191,Chelo Kebab,2024-07-24,12:44:18,Delivered,3907.31
1326,287,175,Chelo Kebab,2024-07-15,02:45:49,Delivered,259.67
1327,76,141,Mixed Grill Platter,2024-08-14,09:35:49,Preparing,2814.51
1328,38,168,Grill Chicken,2024-10-19,14:28:19,Delivered,1819.07
1329,294,170,Baida Roti,2025-01-24,20:09:17,Delivered,3929.2
1330,52,125,Poori Masala,2025-06-19,20:08:27,Delivered,933.44
1331,416,117,Masala Dosa,2025-02-11,02:59:32,Delivered,2973.92
1332,457,187,Bisi Bele Bath,2025-08-30,20:23:07,Delivered,1284.3
1333,351,108,Veg Biryani,2024-09-21,18:05:28,Delivered,2310.37
1334,358,144,Paper Roast Dosa,2024-07-01,23:34:13,Cancelled,3533.22
1335,437,141,Special Chicken Biryani,2024-07-11,05:57:05,Delivered,2722.55
1336,345,174,Paper Roast Dosa,2025-01-22,01:16:50,Delivered,382.31
1337,415,189,Pongal,2024-05-02,00:20:36,Delivered,928.58
1338,407,165,Mutton Seekh Roll,2025-03-07,18:10:46,Delivered,2394.75
1339,28,177,Filter Coffee,2025-05-13,10:00:21,Cancelled,3458.78
1340,443,163,"Dal Makhani, Naan",2024-06-10,09:17:05,Delivered,2984.81
1341,357,173,Chicken 65,2024-10-06,22:29:36,Delivered,532.28
1342,476,171,"Dal Makhani, Naan",2024-05-02,19:08:51,Delivered,174.58
1343,243,179,Bisi Bele Bath,2024-08-01,20:34:04,Preparing,2166.25
1344,406,156,Filter Coffee,2024-03-08,11:35:03,Delivered,3918.78
1345,357,157,Fish Biryani,2024-12-25,15:06:59,Delivered,2856.17
1346,455,163,Poori Masala,2024-03-04,19:04:20,Delivered,668.01
1347,453,126,Tasting Menu,2024-02-24,06:25:27,Delivered,1699.94
1348,131,174,Fish Biryani,2025-08-29,03:48:22,Delivered,2015.71
1349,409,183,Chicken Steak,2025-03-24,11:16:44,Delivered,1589.37
1350,490,175,Keema Pav,2024-02-03,03:57:38,Delivered,3024.41
1351,50,131,Mutton Biryani,2024-04-13,09:46:48,Delivered,3930.49
1352,39,137,Masala Dosa,2024-10-22,22:02:00,Delivered,3467.82
1353,355,127,Paper Roast Dosa,2025-09-11,11:44:57,Delivered,377.48
1354,474,139,Grill Chicken,2025-02-18,01:09:09,Cancelled,1388.53
1355,421,125,Chicken 65,2024-11-14,21:54:40,Delivered,646.65
1356,474,186,Chelo Kebab,2025-01-24,08:23:30,Delivered,2863.04
1357,238,164,Bisi Bele Bath,2024-12-25,10:10:00,On the way,3599.44
1358,482,131,Mutton Biryani,2025-05-05,12:56:59,Delivered,2204.07
1359,252,142,Double Masala Biryani,2024-12-21,05:17:48,Delivered,110.1
1360,84,128,Seekh Kebab,2024-11-05,09:19:48,Delivered,2668.15
1361,9,168,Butter Chicken,2025-08-17,05:25:56,Delivered,2984.08
1362,22,140,Guntur Idli,2025-03-26,11:13:02,Delivered,995.05
1363,107,162,Tandoori Chicken,2025-09-08,03:52:34,Delivered,940.62
1364,211,146,Upma,2024-03-21,15:57:26,Delivered,3197.51
1365,460,138,Chicken Biryani,2024-01-13,07:01:05,Cancelled,3592.02
1366,16,108,Baida Roti,2025-01-30,10:34:56,Delivered,919.81
1367,50,165,Ghee Roast Dosa,2025-02-23,01:31:16,Delivered,503.01
1368,130,115,Special Chicken Biryani,2024-04-21,02:29:57,Delivered,2814.94
1369,295,116,Sizzler,2025-06-07,04:52:13,Cancelled,1730.11
1370,129,177,Upma,2024-07-09,20:28:49,Cancelled,3663.3
1371,9,118,Upma,2024-02-13,07:44:45,Delivered,3936.89
1372,102,115,Seekh Kebab,2025-07-06,13:34:55,Delivered,3247.2
1373,293,129,Chicken Biryani,2025-04-13,15:59:59,Delivered,2387.86
1374,343,136,Ferrero Rocher Shake,2024-04-02,12:39:05,Delivered,3795.17
1375,237,133,Sizzler,2025-07-01,16:20:45,Delivered,1244.33
1376,105,115,Baida Roti,2025-08-14,23:14:21,Delivered,1543.9
1377,126,105,Mutton Samosa,2024-04-14,17:31:41,Delivered,634.58
1378,333,154,Fries,2025-01-18,04:49:30,Delivered,1534.76
1379,274,119,Paper Roast Dosa,2024-03-01,14:39:49,Cancelled,2317.02
1380,391,111,Keema Pav,2024-08-12,11:19:23,Delivered,1496.27
1381,384,169,Special Chicken Biryani,2024-08-05,09:56:42,Delivered,3455.95
1382,430,182,Keema Pav,2025-09-07,19:56:21,Delivered,451.55
1383,29,125,Veg Biryani,2025-06-28,01:16:32,Cancelled,1454.18
1384,110,185,Chicken 65,2025-07-08,08:18:08,Delivered,610.72
1385,6,108,Mutton Biryani,2025-06-05,00:04:36,Cancelled,3004.48
1386,139,183,Peri Peri Burger,2024-01-06,11:33:59,On the way,3284.22
1387,94,184,Mutton Korma,2025-09-26,04:13:21,Delivered,1065.88
1388,379,104,Mango Lassi,2024-06-05,03:16:04,Cancelled,1223.75
1389,39,185,Chicken Steak,2025-02-10,00:43:02,Delivered,897.64
1390,448,169,Rava Idli,2025-01-04,01:10:33,Delivered,3339.17
1391,153,170,Chilli Chicken,2024-08-06,23:10:57,Delivered,2805.14
1392,115,186,Chicken Steak,2025-06-07,12:58:47,Delivered,1057.6
1393,118,171,Chicken Biryani,2025-07-29,07:39:00,Delivered,866.74
1394,83,138,All American Burger,2024-07-04,00:05:41,Delivered,506.18
1395,11,168,Fries,2025-03-23,21:10:54,Delivered,1862.27
1396,221,176,"Parotta, Salna",2025-04-22,22:51:59,Delivered,2629.37
1397,327,136,Bisi Bele Bath,2024-12-26,16:53:34,Delivered,2591.17
1398,400,158,Tasting Menu,2024-03-29,12:09:32,Delivered,3956.04
1399,349,127,Filter Coffee,2024-05-16,23:33:48,Delivered,243.8
1400,121,194,Mutton Seekh Roll,2024-03-16,17:43:41,Delivered,321.9
1401,264,161,Special Chicken Biryani,2024-07-26,19:12:07,Delivered,1775.35
1402,452,145,Pongal,2025-03-12,22:40:12,Delivered,3742.94
1403,341,147,Steam Dosa,2024-03-31,22:55:25,Delivered,1622.59
1404,427,173,Grill Chicken,2025-07-06,05:34:51,Delivered,2859.39
1405,113,193,Chilli Chicken,2024-08-28,05:06:45,Delivered,2831.1
1406,267,112,Grill Chicken,2024-05-09,21:31:36,Delivered,3544.1
1407,339,190,Chicken Steak,2024-10-04,21:05:27,Delivered,2024.51
1408,237,131,Chicken Biryani,2024-02-24,23:29:30,Delivered,3702.51
1409,133,159,Guntur Idli,2025-09-29,04:29:54,Delivered,3531.06
1410,191,123,Masala Dosa,2024-05-07,23:52:08,Delivered,3033.19
1411,397,141,Chelo Kebab,2025-09-25,03:01:36,Cancelled,373.47
1412,474,109,Chicken Steak,2024-04-21,15:51:01,Delivered,2171.6
1413,314,104,Ferrero Rocher Shake,2025-04-23,15:17:09,Delivered,2461.98
1414,350,114,Filter Coffee,2024-10-09,08:17:36,Delivered,2673.97
1415,446,122,Butter Chicken,2024-10-02,03:12:34,Delivered,3731.65
1416,80,120,Butter Chicken,2024-09-24,08:53:44,Delivered,625.94
1417,65,195,Chicken 65,2025-01-25,22:52:34,Delivered,3633.09
1418,134,122,Ghee Roast Dosa,2025-05-25,23:08:36,Delivered,1541.81
1419,475,128,Chicken Biryani,2025-07-19,14:42:03,On the way,2718.34
1420,230,103,Baida Roti,2024-10-08,17:09:26,Delivered,410.62
1421,281,105,Filter Coffee,2024-01-02,11:57:02,Delivered,429.74
1422,173,164,Peri Peri Burger,2025-03-07,21:08:04,Delivered,829.18
